CONTENT|SENTIMENT|RATING|DOMAIN|FONT|CREATE_AT
o aplicativo é bem bom. mas estou dando 4 estrelas porque ele fecha sozinho. clico pra ver os filmes disponíveis em cada categoria e o app dá erro. sempre que clico na aba categorias ele sai sozinho|positive|4|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Uma bela amostra do poder das palavras! Precisando de motivação para estudar e conquistar seus sonhos? Esse filme é uma excelente dica. ;)|positive|5|movies|corpus-movie-or-apps|2019-04-20 22:00:00.000000000
"Tenso Psicológico Misterioso Tensão Pós Matrimonio  ""O que fizemos um ao outro?"" esse olhar diz tudo ... http://www.btchflcks.com/wp-content/uploads/2014/10/Gone-Girl-Trailer.png"|positive|4|movies|corpus-movie-or-apps|2019-04-17 21:43:00.000000000
"Não sei porque demorei tanto tempo para ver esse filme! Sim, a ideia de contar a história de trás para frente, já foi usada, porém, nesse filme a técnica não só funciona como também nós ajuda a entrar na pele do personagem. Leonard não sabe como chegou onde está, não sabe o que e o motivo do que estava fazendo, e nós também não sabemos! Incrível, sem mais. O caminhar da trama é ótimo, e tudo se constrói de um jeito bastante fluído, o que é surpreendente, levando em consideração que a história é contada de trás pra frente. Guy Pearce dispensa elogios, ele é foda e pronto.  ""How am I supposed to heal if I can't... feel time?"""|positive|5|movies|corpus-movie-or-apps|2019-04-20 04:25:00.000000000
Não estou conseguindo pagar boletos, o que devo fazer?|positive|4|apps|corpus-movie-or-apps|2019-04-13 00:00:00.000000000
SHUT UP.KICK ASS|positive|5|movies|corpus-movie-or-apps|2019-04-20 19:45:00.000000000
"Demorei pra ver ""O Quarto de Jack"" por conta das opiniões que escutei quando foi lançado, sobre o filme ser bastante triste e pesado. E é mesmo. Mas também há uma beleza sem igual na forma como Jack, interpretado de forma encantadora pelo Jacob Tremblay, nos apresenta o seu mundo particular.É impossível esperar que uma criança entenda a complexidade da situação vivida no quarto,tanto que até dá uma grande dor no coração quando ele diz que sente falta de estar lá, e temos a oportunidade de entender um pouco a situação a partir do olhar de um menino que está se deslumbrando e com medo da grandiosidade do mundo que está conhecendo.Por outro lado, a Brie Larson consegue passar toda a aflição da personagem. Essa mulher é uma ótima atriz e espero que venham mais papeis tão bons quanto este para ela.Um belíssimo filme. Algumas situação que achei um pouco improvavéis no roteiro me incomodaram um pouco, mas não tiram os méritos do filme como um todo. Vale muito a pena ser visto."|positive|4|movies|corpus-movie-or-apps|2019-04-18 08:59:00.000000000
É encantador. Tem aquele aspecto de filme alternativo e aquele toque de genialidade.|positive|5|movies|corpus-movie-or-apps|2019-04-20 21:03:00.000000000
Um dos melhores Thrillers que eu já vi|positive|4|movies|corpus-movie-or-apps|2019-04-17 00:25:00.000000000
"O Segredo de Davi é um bom filme de suspense nacional. Não o classificaria como terror. O ritmo é um pouco lento, o segredo previsível (há vários flashbacks no filme que vão dando pistas), mas o roteiro é bem feito.  O ""segredo de Davi"" pode não ser difícil de desvendar, mas o desfecho dos assassinatos me surpreendeu."|neutral|3|movies|corpus-movie-or-apps|2019-04-21 12:05:00.000000000
Wood Allen é como um enólogo que a cada safra produz vinhos com uma cepa diferente. Os vinhos são singularmente diferente dos outros, mas todos maravilhosos.Eu ri compulsivamente das quatro histórias de Para Roma...A sequência de entrada de Allen em cena é impagável: surta diante da turbulência num vôo, justifica o medo pelo fato de ser ateu e não crer na vida pós-morte.A história de Milly e Antonio, é típico Decamerão, mas flerta com Coppola, de O Fundo do Coração: um casal vive as suas fantasias com parceiros idealizados. Mas com Woody Allen, tudo é neurótico desde de o começo.A história de Leopoldo seria a comédia que Saramago nunca escreveu. Espetacular.A história de Mônica é a expressão de toda fantasia sexual de intelectual de meia idade: a paixão desenfreada ao encontrar uma mulher bonita, inteligente e sexy.A história do agente funerário cantor genial de banheiro é um genuíno Woody Allen após sete décadas de vida.|positive|5|movies|corpus-movie-or-apps|2019-04-20 20:53:00.000000000
Um recorte específico dum capítulo da história norte-americana, Lincoln merece aplausos pelas belíssimas atuações, principalmente a de Daniel Day-Lewis; no entanto, o hiperealismo, a falta de uma catarsis típica dos filmes de Spielberg, a dificuldade de muitos diálogos, imersos nos meandros e nas referências políticas dos Estados Unidos, afasta o telespectador brasileiro, deixando o filme extremamente difícil de atrair o público geral. Dentro da filmografia de Spielberg, consta como um filme extremamente político (lembra as intrincadas tramas de West Wing), carregado de muita historicidade (o que o deixa denso, estóico e às vezes maçante), com diálogos a respeito de fatos e ideias em detrimento de emoções básicas (fator que deve ter estranhado o espectador), o que é uma característica típica dos filmes de Spielberg, presente em outros de seus filmes também históricos como Amistad e Munique.|neutral|3|movies|corpus-movie-or-apps|2019-04-20 18:08:00.000000000
"Tratando o racismo de uma forma picareta, Histórias Cruzadas é um filme moralista e pretensioso. Repleto de personagens odiosos, o diretor Tate Taylor não poupa o telespectador de puro maniqueísmo, nunca convencendo que seus personagens realmente são ""reais"". As atitudes de Celia ou Hilly são tão inverossímeis que pairam ao ridículo - e omesmo pode se dizer de todas as outras mulheres do Clube. Nem mesmo as boas atuações - apenas corretas, diga-se de passagem - salvam o longa da medíocridade. É uma espécie de ""filho"" de A Cor Púrpura, mas nunca conseguindo a mesma intensidade que aquele longa dirigido por Spielberg. Taylor usa todos os truques para nos emocionarmos com os personagens e odiá-los, inclusive mostrar uma garotinha apanhando da mãe apenas para sustentar um argumento - que NÃO precisava ser sustentado, já entendemos no primeiro minuto do filme. Histórias Cruzadas torna-se aquele filme formulaico que quer, a todo custo, emocionar. E usa dos truques mais baratos para atrair o público. E funciona, mas não do ponto cinematográfico. Pois como filme, Histórias Cruzadas fica devendo -e muito."|negative|2|movies|corpus-movie-or-apps|2019-04-18 14:34:00.000000000
É  tão bom rever esse filme e lembrar meus 14 aninhos. O filme é fofo e morro de saudades do Heath Ledger.|positive|4|movies|corpus-movie-or-apps|2019-04-20 01:50:00.000000000
muito bom adoro as listas de músicas|positive|5|apps|corpus-movie-or-apps|2019-03-31 00:00:00.000000000
Otima ideia, pessima execução.|neutral|3|movies|corpus-movie-or-apps|2019-04-20 14:14:00.000000000
Não atualiza as tabelas, jogos e resultados. Resumindo, inútil! Desinstalado com gosto!|negative|1|apps|corpus-movie-or-apps|2019-04-13 00:00:00.000000000
Esse é O FILME! Já começa com uma reviravolta e dali em diante até o final só tem surpresas!!! A ação dele é ótima, mistura um thriller com comédia que deu super certo, ri em várias cenas. Atuações dos personagens muito boas!!! Me surpreendeu muito esse filme que tem um ótimo e diferente tema e a história muito bem desenvolvida. Curti muito!|positive|5|movies|corpus-movie-or-apps|2019-04-16 23:49:00.000000000
Genial e perturbador em cada detalhe.|positive|5|movies|corpus-movie-or-apps|2019-04-20 06:39:00.000000000
I N C R I V E L <3 <3 serio msm, recomendo pra todooos!!!!! e mtooooo bom|positive|5|movies|corpus-movie-or-apps|2019-04-20 05:17:00.000000000
Mammy, darling!|positive|5|movies|corpus-movie-or-apps|2019-04-20 14:02:00.000000000
Que cena foi aquela da chuva!!! maravilhoso os dois nesse filme tem muita química, põe química nisso. queria um senhor Darson p/ mim rsrs|positive|5|movies|corpus-movie-or-apps|2019-04-20 00:58:00.000000000
eu gostei so nao quero mudar de senha se nao vai desinstalar e ter que comprar de novo kkkkk|positive|5|apps|corpus-movie-or-apps|2019-04-21 00:00:00.000000000
Muito travamentos não estou conseguindo jogar mais.|neutral|3|apps|corpus-movie-or-apps|2019-04-22 00:00:00.000000000
Pra mim esse app é perfeito, nunca consegui acordar por conta própria e com ele agora eu consigo. Para mim a melhor parte é a das contas de matemática e da opção de não poder desligar o celular até terminar, os níveis de dificuldade das contas são perfeitos pq você sabe que quando tem que acordar mais cedo e vai ser mais difícil despertar é só colocar nas mais difíceis. Nota 10!|positive|5|apps|corpus-movie-or-apps|2019-04-22 00:00:00.000000000
Curti bastante o filme! Só fico apreensiva agora de assistir a sequencia pq todo mundo fala que não chega nem perto do primeiro! =/  PS: puta atuação do Anthony, ne?! '0'  (30/05/2017)|positive|4|movies|corpus-movie-or-apps|2019-04-18 07:27:00.000000000
"""So, technically... I colonized Mars. In your face, Neil Armstrong!"""|positive|4|movies|corpus-movie-or-apps|2019-04-20 12:18:00.000000000
Uma decepção chamada Esquadrão Suicida.|negative|1|movies|corpus-movie-or-apps|2019-04-20 14:08:00.000000000
Um filme emocionante com atuações belíssimas e profundas. Retrata o burocrático sistema governamental, que pelo visto, não é exclusividade brasileira. Um protesto minucioso, imagino quantas dessas histórias não acontecem todos os dias.|positive|5|movies|corpus-movie-or-apps|2019-04-20 12:40:00.000000000
Filme engraçado e ao mesmo tempo bastante informativo. Me surpreendeu positivamente.|positive|4|movies|corpus-movie-or-apps|2019-04-20 01:35:00.000000000
Passou hoje no Corujão, ah como amo essa trilogia, e teve um fim incrível, digno de toda a saga, nada de clichês e um desfecho perfeito.Todo o esquema de Michael pra reerguer o nome da família Corleone, PERFEITOThe Godfather é pra mim, meu filme favorito, completo em todos os sentidos|positive|5|movies|corpus-movie-or-apps|2019-04-20 00:03:00.000000000
A realidade e a crueza da obra dão o tom perfeito à trama, que narra uma época marcada pela cultura da violência doméstica e o sentimento doentio de controle da esposa pelo marido.Mais conhecida por protagonizar a série clássica dos anos 70 “As Panteras”, Farrah Fawcett dá um show de interpretação ao retratar a impotência, sofrimento e aparente fragilidade de sua personagem depois do casamento. É incrível como ela consegue passar todo o peso dramático do papel com naturalidade e sem exageros.|positive|4|movies|corpus-movie-or-apps|2019-04-17 02:26:00.000000000
Consome muita bateria, mas é legal.|positive|4|apps|corpus-movie-or-apps|2019-03-30 00:00:00.000000000
Gente, na época que Henrique VIII casou com Ana Bolena era pra ele estar gordo e careca. Só vou gostar de uma produção sobre esse tema quando ela for realista.|negative|1|movies|corpus-movie-or-apps|2019-04-21 12:55:00.000000000
"Muito bom! Engraçado do início ao fim.História super bem contada e ainda levanta a questão de ""será que tudo que abominamos realmente é abominável?"". Mostra que nós, humanos, também somos vistos como ameaça às outras espécies (como a maioria deve saber, mas nunca para pra pensar nisso). Se pararmos e observarmos o mundo ao nosso redor, nós estamos levando várias espécies (não só de animais, como árvores e etc) a extinção, e o filme fala disso de uma maneira linda, leve e divertida, e sempre passando a mensagem de que GENTILEZA GERA GENTILEZA. Além de se fazer altamente atual, retratando as famosas fake news com as quais estamos tão acostumados a ver; e nos mostra que mentiras, por mais bem intencionadas que sejam, não nos levam a canto nenhum, incentivando assim a busca pelo conhecimento, tema cujo qual somos cada vez mais desencorajados a ir atrás (nos tornando assim alienados e suscetíveis a acreditar veemente em qualquer coisa, sem o mínimo de interesse/curiosidade de investigar e saber se aquilo que nos mostram é, de fato, a verdade).Filme original, cenário incrível e os personagens são um amor! Tudo cativa.Dei boas risadas. A trilha sonora também é boa. Vale a pena dedicar um tempo do seu dia pra assistir essa animação."|positive|4|movies|corpus-movie-or-apps|2019-04-20 15:03:00.000000000
Durante a sessão, fiquei em silêncio absoluto... mas para tentar entender o quão genial foi essa campanha de marketing que me vendeu como excelente um filme de sustos tão apelativos; com tantas inconsistências de roteiro e chavões. É um filme para virar estudo de caso.|neutral|3|movies|corpus-movie-or-apps|2019-04-17 13:02:00.000000000
Diálogos bem desenvolvidos e ótimos atores. A Mia Wasikowska é uma atriz magnífica, consegue transmitir todos os sentimentos da personagem de forma esplêndida. Estou maravilhada! Adoro filmes como esse que me lembram Orgulho e Preconceito, Razão e Sensibilidade...|positive|4|movies|corpus-movie-or-apps|2019-04-20 13:45:00.000000000
Julianne Moore me surpreendendo a cada filme. Que mulher. Que enredo foda.|positive|4|movies|corpus-movie-or-apps|2019-04-20 20:43:00.000000000
Curto os quadrinhos, e o filme, sobre quadrinhos e um dos melhores|positive|5|movies|corpus-movie-or-apps|2019-04-17 16:51:00.000000000
Há mais de uma semana não consigo obter informações acerca do meu consumo e da minha conta no App MEU VIVO. Já tentei enviar dúvidas no próprio APP mas a resposta é que não identificou minha necessidade. Por telefone não preciso nem comentar, pois todo mundo já sabe como funciona, ou melhor, que não funciona. Adianto que já desinstalei o App e instalei novamente umas 3 vezes. É isso. Obrigada.|negative|2|apps|corpus-movie-or-apps|2019-04-11 00:00:00.000000000
este jogo é demais mais é muito rápido mas gostei|positive|5|apps|corpus-movie-or-apps|2019-04-11 00:00:00.000000000
Tem torrent já, galera? Não tô achando|positive|4|movies|corpus-movie-or-apps|2019-04-20 17:29:00.000000000
file pode baixar|positive|4|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Muito bom! Melhor do que eu imaginei, superou minhas expectativas e a Julia Roberts arrasou, atuou muito bem. O filme se torna ainda mais interessante por ser baseado em uma história real! Recomendo demais|positive|5|movies|corpus-movie-or-apps|2019-04-20 20:56:00.000000000
Um filme pra refletir e discutir a relação pais-filhos, além do modo como se educa as crianças fora de um ambiente estranho ao comum.|positive|4|movies|corpus-movie-or-apps|2019-04-18 12:12:00.000000000
Faz tempo que a disney/pixar não lança um filme tão original, fofo, emocionante e divertido. Gostei muuuuuuuuuuuuuuuuuito mesmo, super recomendo.|positive|5|movies|corpus-movie-or-apps|2019-04-20 06:26:00.000000000
filme muito bomm|positive|4|movies|corpus-movie-or-apps|2019-04-20 03:37:00.000000000
é a primeira vez que uso esse aplicativo mais estou amando.|positive|5|apps|corpus-movie-or-apps|2019-04-11 00:00:00.000000000
Pra mim 10 DOS melhores filmes de terror :EXORCISTA, A CASA DAS ALMAS PERDIDAS, EXORCISMO DE EMILY ROSE, EVOCANDO ESPÍRITOS, POLTERGEIST, AMITYVILLE 1 e 2, ATIV.PARANORMAL,ESPÍRITOS E COM CERTEZA A PROFECIA (1976).NÃO ESTOU DIZENDO QUE SÓ ESSES SÃO OS BONS E SIM APENAS 10 QUE EU GOSTO, MAS TEM MUITO MAIS.|positive|5|movies|corpus-movie-or-apps|2019-04-20 08:04:00.000000000
Não gostei....Clint Eastwood já fez filmes melhores.|neutral|3|movies|corpus-movie-or-apps|2019-04-20 12:11:00.000000000
É o lugar onde o filho ri e a mãe não vê|positive|5|apps|corpus-movie-or-apps|2019-04-12 00:00:00.000000000
Que filme foi esse ? Eu realmente pensei que o filme não seria tão bom assim, pelo fato da grandeza dos antigos filmes do Balboa, e acabei quebrando a cara.. Gostei do inicio ao fim, Sttalone realmente mereceu o globo de ouro, Michael foi outro que me surpreendeu bastante, um puta filme. Se você curte Rocky Balboa, pode ver esse filme sem medo, não vai ficar arrependido.|positive|5|movies|corpus-movie-or-apps|2019-04-20 17:35:00.000000000
É um daqueles filmes que você assiste várias vezes e não se cansa de ver.|positive|5|movies|corpus-movie-or-apps|2019-04-18 13:26:00.000000000
o Rappi não tem cobertura em minha região... decepcionante.|negative|1|apps|corpus-movie-or-apps|2019-04-11 00:00:00.000000000
Eu fiquei assustada com esse filme, muito bom|positive|4|movies|corpus-movie-or-apps|2019-04-20 11:19:00.000000000
Que diamante para o cérebro!|positive|5|movies|corpus-movie-or-apps|2019-04-18 12:11:00.000000000
Brilhante atuação de Angelina.|positive|5|movies|corpus-movie-or-apps|2019-04-20 22:28:00.000000000
Um filme superestimado que recebeu atenção e prêmios pelo nome da Lady Gaga nele.|neutral|3|movies|corpus-movie-or-apps|2019-04-17 12:16:00.000000000
Uma síntese do contemporâneo. A individualização do homem e o esvaziamento do ser solidário. Um brinde ao neo-liberalismo!|positive|5|movies|corpus-movie-or-apps|2019-04-20 06:49:00.000000000
Ele é um app até bom ,mais é muito lento tem dia que não consigo entrar nele pra fazer minhas coisas. Queria que dessem um jeito nisso muitos anúncios também atrapalham.|negative|2|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Mela-cueca ao extremo. Mas para as vóvós de plantão, um ótimo filme.|negative|2|movies|corpus-movie-or-apps|2019-04-20 03:33:00.000000000
vamos jogar galera|positive|5|apps|corpus-movie-or-apps|2019-04-05 00:00:00.000000000
recomendo, mais só para quem aguenta pressão do início ao fim.|positive|5|movies|corpus-movie-or-apps|2019-04-20 06:51:00.000000000
Um filme excepcional que explora a realidade da solidão nua e crua de muitos nos dias atuais. A trilha sonora é tocante. A interação homem máquina em sintonia perfeita.|positive|5|movies|corpus-movie-or-apps|2019-04-17 23:49:00.000000000
um bom filme com uma trilha sonora exelente.|positive|4|movies|corpus-movie-or-apps|2019-04-20 12:32:00.000000000
é um filme muito lento, mais é assistivel e o diretor Roman Polanski é muito bom, é um filme mediano.|neutral|3|movies|corpus-movie-or-apps|2019-04-17 00:59:00.000000000
surpreendente! recomendo!|positive|5|movies|corpus-movie-or-apps|2019-04-17 00:47:00.000000000
Eu gosto do app . Atende minhas expectativas e tira dúvidas. Superindico!|positive|5|apps|corpus-movie-or-apps|2019-04-21 00:00:00.000000000
Da hs bem facel de mecher. E bem funcional|positive|5|apps|corpus-movie-or-apps|2019-04-13 00:00:00.000000000
esses é daqueles filmes que vc irá ver sem perspectiva nenhuma, e quando acaba vc fala que surpresa agradável, que filmaço, cenas ótimas de luta,enredo maravilhoso, ótimas atuações e um final surpreendente , recomendadíssimo, nota de 0/10 é 8,0..|positive|4|movies|corpus-movie-or-apps|2019-04-18 21:12:00.000000000
"os comentários me diverte, vai de um ""bacaninha"" aqui e um ""é tão Woody Aleen"" ali."|positive|5|movies|corpus-movie-or-apps|2019-04-20 15:50:00.000000000
Pense num filme!      pensou?         essee sim é ''O FILME''   :D|positive|5|movies|corpus-movie-or-apps|2019-04-20 23:18:00.000000000
muito prático e preciso|positive|5|apps|corpus-movie-or-apps|2019-04-08 00:00:00.000000000
podia colocar uma coisa podia colocar pra ir pro teto???coloquem essa opcao|positive|4|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Como não li o livro, gostei muito do filme. Boa trama, mas nada tão surpreendente.|positive|5|movies|corpus-movie-or-apps|2019-04-20 16:49:00.000000000
sempre da erro|negative|2|apps|corpus-movie-or-apps|2019-04-12 00:00:00.000000000
Gosto muito da perspicácia deles em misturar a vida real com a ficção de maneira divertida e inteligente. Recomendo! Agora 29 anos com aquela carinha?! Não tá nada bem o K|positive|4|movies|corpus-movie-or-apps|2019-04-20 17:41:00.000000000
Muito útil para baixar filmes com qualidade de imagem!!|positive|5|apps|corpus-movie-or-apps|2019-04-21 00:00:00.000000000
esse jogo e muito bom aconselho a baixar|positive|5|apps|corpus-movie-or-apps|2019-04-09 00:00:00.000000000
depois da atualizaçao ficou um lixo coloco a senha certa e diz que esta incorreta e bloqueia tenho que exclui o aplicativo e instala denovo sempre a mesma coisa nunca fica direito esse app|negative|1|apps|corpus-movie-or-apps|2019-04-08 00:00:00.000000000
Estava com tanta expectativa neste filme, achei uma história muito chata, alguns momentos ate cansativa, fiquei decepcionado, ainda bem que assisti o filme com uma excelente companhia rs =)|neutral|3|movies|corpus-movie-or-apps|2019-04-17 12:40:00.000000000
Estou com problemas de compra vou comprar ofertas ou gemas e diz q n foi possível concluir a compra, sendo que em outros apps funcionam... Corrija isso...|negative|1|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Muito fraco e com piadas forçadas demais.|negative|2|movies|corpus-movie-or-apps|2019-04-20 13:40:00.000000000
ele é bom, mas o modo noturno preto, poderia ter para Android também|positive|5|apps|corpus-movie-or-apps|2019-04-04 00:00:00.000000000
Me mantém sempre atualizado!|positive|5|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Uma lição de vida! Deveria ser passado nos colégios esse filme!|positive|5|movies|corpus-movie-or-apps|2019-04-20 07:29:00.000000000
Inovador esse aplicativo e muito simples de usar, eu recomendo.|positive|5|apps|corpus-movie-or-apps|2019-04-12 00:00:00.000000000
Demora na ativação da conta Premium|neutral|3|apps|corpus-movie-or-apps|2019-04-02 00:00:00.000000000
chorei quando li o livro , chorei quando vi o filme kkkkk|positive|5|movies|corpus-movie-or-apps|2019-04-20 00:47:00.000000000
Eddie Vedder se superou na trilha sonora. <3|positive|5|movies|corpus-movie-or-apps|2019-04-18 20:55:00.000000000
By far the best RSS reader.|positive|5|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Muito divertido...se todo filme ruim fosse assim, estiloso, tava bom demais!! Eh um filme pra jovens mesmo, no melhor estilo anos 80!! Recomendo pra uma tarde de domingo após o almoço!!|positive|4|movies|corpus-movie-or-apps|2019-04-17 00:34:00.000000000
O jogo é muito ruim nem entra|negative|1|apps|corpus-movie-or-apps|2019-04-08 00:00:00.000000000
Não achei um filme confuso, só carregadíssimo de informações. Eu entendi tudo, ou acredito que entendi.A cena dos personagens voltando um a um dos níveis é muito boa! haha|positive|5|movies|corpus-movie-or-apps|2019-04-18 01:14:00.000000000
Tem alguns filmes como ''O Poderoso Chedão'' (1972 e 1974) , Taxi Driver (1976), que não tem mais o que falar, tudo foi dito, assim como esse ''Janela Indiscreta''. Quando Lisa-Grace Kelly surge pela primeira vez, a câmara faz – como em boa parte do filme – as vezes dos olhos de Jeff. Os olhos dele estão fechados – está tirando uma soneca – quando Lisa aproxima seu rosto do rosto dele. E então quando Jeff abre os olhos o espectador vê o rosto de Grace Kelly em super big close-up, aquela beleza estupenda, inigualável, ocupando toda a tela e nossos olhos, poucas vezes vi nas telas uma mulher com um rosto tão perfeitos como o de Grace Kelly.|positive|5|movies|corpus-movie-or-apps|2019-04-20 18:56:00.000000000
Al Pacino é o cara. Personagem incrível!|positive|4|movies|corpus-movie-or-apps|2019-04-20 10:14:00.000000000
O App e muito bom otimo muito simples fácil de usar msm nota 10|positive|5|apps|corpus-movie-or-apps|2019-04-13 00:00:00.000000000
Legal mas com péssimas atuações.|negative|1|movies|corpus-movie-or-apps|2019-04-20 17:18:00.000000000
show as notícias do time. tudo em tempo real. muito bom|positive|5|apps|corpus-movie-or-apps|2019-04-10 00:00:00.000000000
Se o filme não é impecável, chega bem perto disso. A excelente direção de Michel Gondry, que realiza efeitos impressionantes utilizando apenas truques de câmera, o brilhante roteiro de Charlie Kaufman e as ótimas atuações de Jim Carrey e Kate Winslet somam-se em uma obra inesquecível, de qualidade inegável. Como o enredo transita entre três linhas temporais diferentes, que se confundem e se sobrepõem ao longo do filme, este requer atenção de quem o assite. Apesar disso, o roteiro não peca por falta de clareza: sutilezas, como a cor do cabelo de Clementine, as datas enunciadas por Joel e o amassado no carro servem para orientar o espectador. As histórias paralelas, envolvendo Kirsten Dunst, Elijah Wood, Mark Ruffalo e Tom Wilsinson, também são ótimas.  Como já disseram, vale a pena assistir pela segunda vez.|positive|5|movies|corpus-movie-or-apps|2019-04-18 13:31:00.000000000
Fico de cara com a habilidade do Almodovar em tratar de temas tão complexos com tanta delicadeza e beleza... A forma como o filme choca mesmo se passando de forma tão sutil.Sensações inexplicáveis, roteiro supreendente como sempre, conduzido de forma espetacular. O desfecho bem no estilo Almodovar, a presença marcante das cores, a trilha maravilhosa, enredo fantástico. Sou só elogios pra esse filme :)|positive|5|movies|corpus-movie-or-apps|2019-04-20 06:33:00.000000000
Achei bom!!!Uso bastante!!!|positive|4|apps|corpus-movie-or-apps|2019-04-22 00:00:00.000000000
alguém tem link para torrent?|positive|4|movies|corpus-movie-or-apps|2019-04-17 12:48:00.000000000
Mads Mikkelsen e Tilda Swinton juntos é um pisão né mores ?|positive|4|movies|corpus-movie-or-apps|2019-04-17 15:44:00.000000000
Um filme muito emocionante e sensível.. com belíssimas cenas e textos. Vale a pena ver!|positive|4|movies|corpus-movie-or-apps|2019-04-20 22:09:00.000000000
Não sei se é impressão minha, mas recentemente tem havido uma série de filmes de franquia em que o herói é levado de volta ao seu passado, em que ele reencontra suas memórias mais profundas e precisa, sozinho, recriar tudo do zero.|neutral|3|movies|corpus-movie-or-apps|2019-04-20 18:49:00.000000000
Melhor notícia para todos os corações aflitos: +18|positive|5|movies|corpus-movie-or-apps|2019-04-20 01:43:00.000000000
Ahhh...muito, muito bom!!!|positive|5|movies|corpus-movie-or-apps|2019-04-19 01:23:00.000000000
Patrick Wilson e Vera Farmiga tem uma química incrível!! Apaixonada pelo casal Warren!!|positive|4|movies|corpus-movie-or-apps|2019-04-20 21:20:00.000000000
Difícil entrar,acessar,cadastrar enfim tem q melhorar!|negative|2|apps|corpus-movie-or-apps|2019-04-07 00:00:00.000000000
Só a Jessica Alba já vale.|neutral|3|movies|corpus-movie-or-apps|2019-04-20 04:25:00.000000000
Queria que pudesse baixar músicas|positive|4|apps|corpus-movie-or-apps|2019-04-12 00:00:00.000000000
"Num filme onde as atuações ganham mais força e consistência do que qualquer outro elemento constitutivo (fotografia, trilha, direção...), gostaria mesmo de ver um Mark Wahlberg um pouco menos inexpressivo. Fora isso, o filme é ótimo, apesar de ""mais do mesmo"" dos filmes de superação e luta; Melissa Leo ganhando o prêmio que merecia desde ""Rio Congelado""; e Christian Bale  ganhando também o meu respeito, admiração e preenchendo minha lista pessoal de grandes atores."|positive|4|movies|corpus-movie-or-apps|2019-04-20 13:49:00.000000000
Um dos piores filmes que assisti no ano|negative|1|movies|corpus-movie-or-apps|2019-04-20 21:40:00.000000000
A maior qualidade desse filme é a fotografia, o diretor conseguiu casar as cores com a história, destaque pra cor azul. De resto, é tudo mediano, mesmo o protagonista, Chiron, não é desenvolvido de forma satisfatória e o jeito que a história é desenvolvida com cortes entre as etapas da vida de Chiron (infância, adolescência e adulto) prejudica a narrativa, o filme poderia facilmente ter mais meia-hora de duração pra história ficar melhor desenvolvida. Não se engane, Moonlight é um filme bom, acima da média e que vale a pena ser visto, mas está sendo superestimado pelo fato do filme contar a história de um negro gay, algo que antes na indústria do cinema nunca foi tão retratado tão bem como nesse filme.|neutral|3|movies|corpus-movie-or-apps|2019-04-18 21:07:00.000000000
Sensacional!!!!!!!!  Esse filme responde um pouco o porquê sou apaixonada por filmes franceses!!|positive|5|movies|corpus-movie-or-apps|2019-04-18 17:25:00.000000000
muito bom facelita pra nós.|positive|5|apps|corpus-movie-or-apps|2019-04-06 00:00:00.000000000
Filme cativante, bem executado e cheio de temas difíceis de serem encontrados em animações.|positive|4|movies|corpus-movie-or-apps|2019-04-20 09:08:00.000000000
Só precisava postar isso em algum lugar.O silencio..A arma dos desalmados. A virtude algo que se faz ausente.Como a inercia de um ser a se decompor.Se decompõem a cada minuto. Não da forma que queria rápida, voraz, insaciável e sobre tudo finita!Na ausência da vida não se faz nada alem de se respirar e esperar. O próximo minuto que talvez seja a hora do fim.Assim como alguns nascem para brilhar outros nasceram apenas para pesar e é com esse peso que a inercia me carrega para bem aonde ela quiser sem o minimo esforço sem a minima vontade apenas me leva ao fim inevitável ao esgotamento mais do que profundo. A falta de ser a vontade de não ter. A imensurável ideia de que talvez o fechar das cortinas seja uma sensação tão melhor do que ter que se fazer ao espetáculo ao qual não quero fazer parte.E assim caminha se tudo em um dia calmo e tranquilo aonde a dor do meu ser está cheia e jorrando a falta do que eu nunca tive.E aqui se vai mais um pedaço de mim. até que um dia não me reste mais nada. Assim o desejo e assim eu quero. que esse dia apenas chegue ao fim. Assim como a vida não é algo eterno. meu sofrimento tão pouco será. Algum dia terei a luz ceifada e talvez eu simplesmente possa descansar dessa exaustiva e interminável existência. [spoiler][/spoiler]|positive|5|movies|corpus-movie-or-apps|2019-04-19 11:27:00.000000000
Só descobri que a Kristen era menina no meio do filme!|positive|5|movies|corpus-movie-or-apps|2019-04-20 16:35:00.000000000
